plant_id,type,n,c2,c1,c0
NEDPOWER MOUNT STORM-WND,WND,1,0,8.904011809250187,0
GOODMAN ENERGY CENTER-NG,NG,1,0,9.202711105929907,0
MORA DROP HYDROELECTRIC PROJECT-WAT,WAT,1,0,8.904332805876304,0
TIBER DAM HYDROELECTRIC PLANT-WAT,WAT,1,0,8.903958935206107,0
WESTERN 102 POWER PLANT-NG,NG,1,0,8.731538697469432,0
WESTERN 102 POWER PLANT-SUN,SUN,1,0,8.90214463779201,0
POMEROY WIND FARM-WND,WND,1,0,8.90400540567327,0
EMPORIA ENERGY CENTER-NG,NG,1,0,9.976012439718508,0
RILEY GENERATING STATION-NG,NG,1,0,11.536526875891612,0
JONESBORO CITY WATER & LIGHT PLANT-NG,NG,1,0,10.695131796360608,0
SCURRY COUNTY WIND LP-WND,WND,1,0,8.904015298036809,0
TESORO SLC COGENERATION PLANT-NG,NG,1,0,10.873610334275456,0
FREY FARM LANDFILL-LFG,LFG,1,0,11.158777373613562,0
PENNSAUKEN LANDFILL-LFG,LFG,1,0,11.421484465726468,0
GLRA LANDFILL-LFG,LFG,1,0,11.421535294334904,0
WHITEMARSH CENTRAL UTILITY PLANT-NG,NG,1,0,11.205682871779379,0
PLAINS END II LLC-NG,NG,1,0,9.251405813591953,0
SOUTH ENERGY CENTER-NG,NG,1,0,6.152940239337843,0
DEERTRACK PARK GAS RECOVERY-LFG,LFG,1,0,12.158089303054792,0
LAKE MILLS GAS RECOVERY-LFG,LFG,1,0,11.943976641701957,0
SPRINGHILL GAS RECOVERY PLANT-LFG,LFG,1,0,12.023727035166727,0
TWO PINE LANDFILL GAS RECOVERY-LFG,LFG,1,0,12.084807893614409,0
AUSTIN GAS RECOVERY-LFG,LFG,1,0,11.699744734360516,0
TIMBERLINE TRAIL GAS RECOVERY-LFG,LFG,1,0,12.423782764006335,0
CHAFFEE GAS RECOVERY-LFG,LFG,1,0,11.787320458693168,0
FITCHBURG GAS RECOVERY-LFG,LFG,1,0,11.091828526253511,0
SKYLINE GAS RECOVERY-LFG,LFG,1,0,10.832107546830189,0
FIVE OAKS GAS RECOVERY-LFG,LFG,1,0,12.106060925362918,0
DADS GAS RECOVERY-LFG,LFG,1,0,12.15817474562924,0
WASTE MANAGEMENT BETHEL LFGTE-LFG,LFG,1,0,11.794175530708108,0
COLUSA GENERATING STATION-NG,NG,1,0,7.088830814039382,0
COW BRANCH-WND,WND,1,0,8.903944565822169,0
CONCEPTION-WND,WND,1,0,8.904017863599142,0
LOESS HILLS-WND,WND,1,0,8.905134846722461,0
GALENA 2 GEOTHERMAL POWER PLANT-GEO,GEO,1,0,8.904163627755908,0
GALENA 3 GEOTHERMAL POWER PLANT-GEO,GEO,1,0,8.904053743302256,0
KASIDAYA CREEK HYDRO-WAT,WAT,1,0,8.904518636731375,0
EASTRIDGE WIND PROJECT-WND,WND,1,0,8.904203343089696,0
WINDOM WIND PROJECT-WND,WND,1,0,8.90390759012975,0
SENECA CITY OF-DFO,DFO,1,0,9.431186303530986,0
CORNELIUS DELIVERY NO 1-DFO,DFO,1,0,-2.770833333333334,0
BOSTIC DELIVERY NO 2-DFO,DFO,1,0,-0.8000000000000004,0
DREXEL OPERATIONS CENTER-DFO,DFO,1,0,18.942452765276805,0
GRANITE FALLS WALMART-DFO,DFO,1,0,20.57235938935709,0
HUNTERSVILLE DELIVERY NO 2-DFO,DFO,1,0,-0.933125972006221,0
LANDIS DELIVERY NO 2-DFO,DFO,1,0,-0.6739130434782612,0
STATESVILLE DELIVERY NO 3-DFO,DFO,1,0,-0.804347826086957,0
CATAWBA RIVER POLLUTION CONTROL-DFO,DFO,1,0,136.6,0
SALT LAKE ENERGY SYSTEMS-LFG,LFG,1,0,11.99859006565599,0
BLUEGRASS RIDGE-WND,WND,1,0,8.903953467123888,0
PPS POWER PLANT NO 1-NG,NG,1,0,11.45035788279315,0
EXC WIND 4-WND,WND,1,0,none,0
EXC WIND 5-WND,WND,1,0,none,0
EXC WIND 6-WND,WND,1,0,none,0
PEETZ TABLE WIND ENERGY-WND,WND,1,0,8.904011355613896,0
JOHN W TURK JR POWER PLANT-SUB,SUB,1,0,8.884633717721151,0
J LAMAR STALL UNIT-NG,NG,1,0,7.144707931618404,0
NELLIS AIR FORCE BASE SOLAR ARRAY-SUN,SUN,1,0,8.903956867649349,0
NILAND GAS TURBINE PLANT-NG,NG,1,0,9.414983678618633,0
TERRA-GEN VG WIND LLC-WND,WND,1,0,8.903914514231682,0
EASTERN LANDFILL GAS LLC-LFG,LFG,1,0,0.0,0
BETHLEHEM RENEWABLE ENERGY LLC-LFG,LFG,1,0,21.38932884822969,0
FPL ENERGY OLIVER WIND II LLC-WND,WND,1,0,8.903979464774316,0
STEEL WINDS WIND FARM-WND,WND,1,0,8.903883519801441,0
SHANE'S WIND MACHINE-WND,WND,1,0,8.903784214449775,0
ROADRUNNER I LLC-WND,WND,1,0,none,0
WINDY DOG I LLC-WND,WND,1,0,none,0
BLUE BREEZES LLC-WND,WND,1,0,8.903950343264846,0
BLUE BREEZES II LLC-WND,WND,1,0,8.905375897332412,0
BREEZY BUCKS II LLC-WND,WND,1,0,none,0
SALTY DOG I LLC-WND,WND,1,0,none,0
SALTY DOG II LLC-WND,WND,1,0,none,0
WALLYS WIND FARM LLC-WND,WND,1,0,none,0
SUNSET BREEZE LLC-WND,WND,1,0,8.900169217996824,0
MINNESOTA BREEZE LLC-WND,WND,1,0,8.900169217996824,0
G FLOW WIND LLC-WND,WND,1,0,8.900169217996824,0
WOLF WIND ENTERPRISES LLC-WND,WND,1,0,8.900169217996824,0
GREEN ACRES BREEZE LLC-WND,WND,1,0,8.900169217996824,0
HORSESHOE BEND WIND PARK-WND,WND,1,0,8.902909182049639,0
CHAMPION WIND FARM LLC-WND,WND,1,0,8.904022976618743,0
ROSCOE WIND FARM LLC-WND,WND,1,0,8.903994531762523,0
MUNNSVILLE WIND FARM LLC-WND,WND,1,0,8.903988632061447,0
BREEZY BUCKS I LLC-WND,WND,1,0,none,0
WYGEN III-SUB,SUB,1,0,11.34981128831759,0
SNYDER WIND FARM-WND,WND,1,0,8.904016315147256,0
SAN JACINTO COUNTY PEAKING FACILITY-NG,NG,1,0,12.459566077821602,0
HARDIN COUNTY PEAKING FACILITY-NG,NG,1,0,12.710423288849384,0
"LANGDON RENEWABLES, LLC-WND",WND,1,0,8.903997233781851,0
CULBERTSON GENERATION STATION-NG,NG,1,0,11.391371439926942,0
PRAIRIE WINDS ND1-WND,WND,1,0,8.90399813734984,0
PRAIRIE WINDS SD1-WND,WND,1,0,8.903995093290884,0
DRY FORK STATION-SUB,SUB,1,0,10.489843139805048,0
DEER CREEK STATION-NG,NG,1,0,7.247536868874667,0
SANDY CREEK ENERGY STATION-SUB,SUB,1,0,9.49784154705269,0
LOGAN WIND ENERGY-WND,WND,1,0,8.904001084097859,0
OLD TRAIL WIND FARM-WND,WND,1,0,8.904001243118428,0
RANCHO PENASQUITOS-WAT,WAT,1,0,8.904055307986482,0
NOVO BIOPOWER PLANT-WDS,WDS,1,0,15.103588603838835,0
FENTON WIND FARM-WND,WND,1,0,8.903992792795442,0
NOBLE CLINTON WINDPARK LLC-WND,WND,1,0,8.904032546329127,0
NOBLE ELLENBURG WINDPARK LLC-WND,WND,1,0,8.904002085131012,0
NOBLE BLISS WINDPARK LLC-WND,WND,1,0,8.903972937166843,0
SLEEPING BEAR LLC-WND,WND,1,0,8.904063798057482,0
PROVIDENCE HEIGHTS WIND LLC-WND,WND,1,0,8.904006533360029,0
ELKHORN VALLEY WIND FARM-WND,WND,1,0,8.903991240678545,0
BC ENERGY LLC-WND,WND,1,0,8.903720232443598,0
KC ENERGY LLC-WND,WND,1,0,8.904406281900439,0
K&D ENERGY LLC-WND,WND,1,0,8.903685418365114,0
KSS TURBINES LLC-WND,WND,1,0,8.903828632311887,0
PRAIRIE WIND POWER LLC-WND,WND,1,0,8.904529705035438,0
WATERBURY GENERATION-NG,NG,1,0,9.634683851264118,0
TACONITE RIDGE 1 WIND ENERGY CENTER-WND,WND,1,0,8.904151849799549,0
DUTCH HILL WIND PROJECT-WND,WND,1,0,8.903989590460473,0
COHOCTON WIND PROJECT-WND,WND,1,0,8.903996706533187,0
HARVEST-WND,WND,1,0,8.904018179771718,0
MOUNTAIN HOME-WND,WND,1,0,8.904663862256221,0
BENNETT CREEK WINDFARM LLC - MOUNTAIN HOME-WND,WND,1,0,none,0
BUFFALO GAP 3 WIND FARM-WND,WND,1,0,8.903988102971137,0
MIDWAY PEAKING LLC-NG,NG,1,0,11.40049475783268,0
CAMP GROVE WIND FARM-WND,WND,1,0,8.903999625955143,0
ST PAUL COGENERATION-WDS,WDS,1,0,8.18588540897951,0
STANTON WIND ENERGY LLC-WND,WND,1,0,8.903967708110908,0
OSCEOLA WINDPOWER LLC-WND,WND,1,0,8.903981784345715,0
CHANDLER HILLS WIND FARM-WND,WND,1,0,8.904376264383902,0
BUTLER RIDGE-WND,WND,1,0,8.903996879784005,0
MAJESTIC 1 WIND FARM-WND,WND,1,0,8.903986152149589,0
SOUTH TRENT WIND FARM-WND,WND,1,0,8.90400394174062,0
WESSINGTON SPRINGS-WND,WND,1,0,8.90405455004284,0
NORTH ALLEGHENY WINDPOWER PROJECT-WND,WND,1,0,8.904000205886136,0
HATCHET RIDGE WIND PROJECT-WND,WND,1,0,8.904014487322472,0
MICHIGAN WIND 2-WND,WND,1,0,8.903977463957863,0
PATTERN GULF WIND-WND,WND,1,0,8.903996341617885,0
DEMPSEY RIDGE WIND FARM-WND,WND,1,0,8.904013162578373,0
GOODNOE HILLS-WND,WND,1,0,8.904003635008655,0
LANAI SOLAR-ELECTRIC PLANT-SUN,SUN,1,0,8.908606579238675,0
NIH COGENERATION FACILITY-NG,NG,1,0,12.131263321294915,0
TATANKA WIND POWER LLC-WND,WND,1,0,8.903999423399155,0
VELVA WINDFARM LLC-WND,WND,1,0,8.90393081941885,0
LONGVIEW POWER PLANT-BIT,BIT,1,0,8.942573962361388,0
WHIRLWIND ENERGY CENTER-WND,WND,1,0,8.903986010191044,0
WINCHESTER POWER PARK-NG,NG,1,0,10.17022286305467,0
CHARLES CITY WIND FARM-WND,WND,1,0,8.904002842711108,0
BENTON COUNTY WIND FARM-WND,WND,1,0,8.904017092576783,0
WICOMICO-LFG,LFG,1,0,11.870276144063581,0
AMELIA-LFG,LFG,1,0,11.844657334227769,0
BRUNSWICK LANDFILL GAS-LFG,LFG,1,0,11.293266417077815,0
CHARLES CITY-LFG,LFG,1,0,11.52150570392087,0
CHESTERFIELD LANDFILL GAS-LFG,LFG,1,0,11.635950988092391,0
KING & QUEEN-LFG,LFG,1,0,10.853696359994672,0
MOUNTAIN VIEW-LFG,LFG,1,0,11.771524277100964,0
NEW BERN-LFG,LFG,1,0,12.033774957575872,0
PINE GROVE-LFG,LFG,1,0,13.642947546055405,0
ROCKVILLE 1 & 2-DFO,DFO,1,0,5.274395346691156,0
VIRGINIA BEACH-LFG,LFG,1,0,10.633643712535752,0
RUSSELL D SMITH-WAT,WAT,1,0,8.904363663780423,0
SUMMER FALLS POWER PLANT-WAT,WAT,1,0,8.904005886464336,0
ELTOPIA BRANCH CANAL 4.6-WAT,WAT,1,0,8.904588904258798,0
POTHOLES EAST CANAL 66.0-WAT,WAT,1,0,8.90314555839299,0
MAIN CANAL HEADWORKS-WAT,WAT,1,0,8.904068768353707,0
FORWARD WINDPOWER LLC-WND,WND,1,0,8.904082927386835,0
LOOKOUT WINDPOWER LLC-WND,WND,1,0,8.904068536715684,0
HAWORTH WATER TREATMENT PLANT-NG,NG,1,0,11.52218409381314,0
HAWORTH WATER TREATMENT PLANT-DFO,DFO,1,0,none,0
TUOLUMNE WIND PROJECT-WND,WND,1,0,8.903995667515128,0
LYONS FALLS HYDROELECTRIC-WAT,WAT,1,0,8.902926621224646,0
GOULDTOWN-WAT,WAT,1,0,8.910766960647416,0
KOSTERVILLE-WAT,WAT,1,0,8.902512617580419,0
AMPERSAND CHOWCHILLA BIOMASS LLC-WDS,WDS,1,0,19.831000806924536,0
EL NIDO FACILITY-WDS,WDS,1,0,21.486831144445436,0
CFB POWER PLANT-NG,NG,1,0,11.377073926042485,0
CHRISTOFFER WIND ENERGY I LLC-WND,WND,1,0,none,0
CHRISTOFFER WIND ENERGY II LLC-WND,WND,1,0,none,0
CHRISTOFFER WIND ENERGY III LLC-WND,WND,1,0,none,0
CHRISTOFFER WIND ENERGY IV LLC-WND,WND,1,0,none,0
JEFFERS WIND 20 LLC-WND,WND,1,0,8.90399718929774,0
SPANISH FORK WIND PARK 2 LLC-WND,WND,1,0,8.904187942422157,0
MOUNTAIN WIND POWER LLC-WND,WND,1,0,8.90391491481543,0
MOUNTAIN WIND POWER II LLC-WND,WND,1,0,8.904007961250462,0
GOAT WIND LP-WND,WND,1,0,8.903996321431524,0
ODIN WIND FARM LLC-WND,WND,1,0,8.90410457262471,0
CAPRICORN RIDGE WIND LLC-WND,WND,1,0,8.904007814392683,0
WINNEBAGO WIND POWER PROJECT-WND,WND,1,0,8.90406764042535,0
BARTON WINDPOWER LLC-WND,WND,1,0,8.903982816571473,0
FARMERS CITY WIND LLC-WND,WND,1,0,8.903997017820874,0
CALRENEW-1-SUN,SUN,1,0,8.905090028430008,0
LOCUST RIDGE II LLC-WND,WND,1,0,8.90402121741312,0
SILVER STAR I WIND POWER PROJECT-WND,WND,1,0,8.904056565792217,0
MCADOO WIND ENERGY LLC-WND,WND,1,0,8.903996966638996,0
TURKEY TRACK WIND ENERGY LLC-WND,WND,1,0,8.904012478509756,0
SCURRY COUNTY WIND II-WND,WND,1,0,8.904016410331824,0
GUNSIGHT MOUNTAIN WIND ENERGY LLC-WND,WND,1,0,8.903993589738443,0
FOWLER RIDGE WIND FARM LLC-WND,WND,1,0,8.903999459933438,0
SHERBINO I WIND FARM-WND,WND,1,0,8.904075954520652,0
EVERGREEN BIOPOWER LLC-WDS,WDS,1,0,4.934708555655697,0
DIAMOND WILLOW WIND FACILITY-WND,WND,1,0,8.903717574840845,0
ELBOW CREEK WIND PROJECT LLC-WND,WND,1,0,8.9040606828584,0
CLOUD COUNTY WIND FARM-WND,WND,1,0,8.904002321452367,0
VIRGINIA TECH POWER PLANT-NG,NG,1,0,4.086975520459418,0
SPIRITWOOD STATION-LIG,LIG,1,0,8.116017189414242,0
GEISMAR COGEN-NG,NG,1,0,4.4636364128727335,0
PEBBLE SPRINGS WIND LLC-WND,WND,1,0,8.903989193495036,0
HAY CANYON WIND POWER LLC-WND,WND,1,0,8.903998323766139,0
DILLON WIND LLC-WND,WND,1,0,8.90400160191119,0
BUFFALO RIDGE I LLC-WND,WND,1,0,8.90399520885989,0
ELM CREEK WIND LLC-WND,WND,1,0,8.904011597523345,0
MORAINE II WIND LLC-WND,WND,1,0,8.903979461808394,0
PENASCAL WIND POWER LLC-WND,WND,1,0,8.903999179678346,0
SOUTH CHESTNUT LLC-WND,WND,1,0,8.90394424886818,0
PIONEER PRAIRIE WIND FARM-WND,WND,1,0,8.904004590929858,0
KLEEN ENERGY SYSTEMS PROJECT-NG,NG,1,0,7.162299342335778,0
GREENLAND ENERGY CENTER-NG,NG,1,0,10.909239872257944,0
HULL WIND II-WND,WND,1,0,8.90455518261295,0
PANOCHE ENERGY CENTER-NG,NG,1,0,9.40837590987679,0
RED HILLS WIND PROJECT LLC-WND,WND,1,0,8.904000110465791,0
ECOGROVE WIND LLC-WND,WND,1,0,8.904003833824335,0
CEDAR BAYOU 4-NG,NG,1,0,7.899312957456287,0
BEAR GARDEN-NG,NG,1,0,7.135784121138857,0
VIRGINIA CITY HYBRID ENERGY CENTER-BIT,BIT,1,0,10.967883028256884,0
CARROLL WIND FARM-WND,WND,1,0,8.904007933978201,0
ADAIR WIND FARM-WND,WND,1,0,8.903988110296025,0
WALNUT WIND FARM-WND,WND,1,0,8.903997646084253,0
SOLANA GENERATING STATION-SUN,SUN,1,0,8.904000505134249,0
CSU FRESNO SOLAR PROJECT-SUN,SUN,1,0,8.902032964123864,0
ELACC PHOTOVOLTAIC POWER FACILITY-SUN,SUN,1,0,none,0
DENVER INT AIRPORT-SUN,SUN,1,0,8.90415795766122,0
CENTRAL PLAINS WIND FARM-WND,WND,1,0,8.90401010490772,0
FLAT RIDGE WIND FARM-WND,WND,1,0,8.904000184122685,0
HACKBERRY WIND FARM-WND,WND,1,0,8.903985697905556,0
MARSHALL WIND 2 LLC-WND,WND,1,0,8.90414387064897,0
MARSHALL WIND 3 LLC-WND,WND,1,0,8.904046404975588,0
MARSHALL WIND 4 LLC-WND,WND,1,0,8.90363057383635,0
MARSHALL WIND 5 LLC-WND,WND,1,0,8.903876082418423,0
MARSHALL WIND 6 LLC-WND,WND,1,0,8.903843538194812,0
KIBBY WIND FACILITY-WND,WND,1,0,8.903997872046599,0
CRANE CREEK WIND ENERGY CENTER-WND,WND,1,0,8.90399192585302,0
NORTH BRAWLEY GEOTHERMAL PLANT-GEO,GEO,1,0,8.903729782994686,0
OREG 1 INC-WH,WH,1,0,8.903999299261615,0
HIGH PLAINS-WND,WND,1,0,8.903995278770102,0
EXC WIND 11-WND,WND,1,0,none,0
EXC WIND 10-WND,WND,1,0,none,0
EXC WIND 9-WND,WND,1,0,none,0
EXC WIND 8-WND,WND,1,0,none,0
EXC WIND 7-WND,WND,1,0,none,0
MARSHALL WIND 1 LLC-WND,WND,1,0,8.904236253435798,0
GLENROCK-WND,WND,1,0,8.903966290132855,0
ROLLING HILLS-WND,WND,1,0,8.903915242261945,0
SEVEN MILE HILL-WND,WND,1,0,8.904001086814418,0
CPV ST CHARLES ENERGY CENTER-NG,NG,1,0,6.448977145095545,0
PLAINFIELD RENEWABLE ENERGY LLC-WDS,WDS,1,0,11.761027049078029,0
HAVERHILL NORTH COGENERATION FACILITY-OG,OG,1,0,4.48953349813979,0
LANCHESTER GENERATING STATION-LFG,LFG,1,0,11.474572208741597,0
BRYON CENTER-LFG,LFG,1,0,10.981815735294113,0
PINCONNING WHITE FEATHER-LFG,LFG,1,0,10.18392253649561,0
TRANS-JORDAN GENERATING STATION-LFG,LFG,1,0,12.762757704303352,0
WHEAT FIELD WIND POWER PROJECT-WND,WND,1,0,8.903993390690518,0
ARLINGTON WIND POWER PROJECT-WND,WND,1,0,8.904015764749213,0
RAIL SPLITTER WIND FARM-WND,WND,1,0,8.90398085532293,0
MARBLE RIVER WIND FARM-WND,WND,1,0,8.903991915123349,0
SAGEBRUSH POWER PARTNERS-WND,WND,1,0,8.904007662926345,0
CROSSWIND ENERGY PROJECT-WND,WND,1,0,8.903937999050115,0
HARDIN HILLTOP WIND LLC-WND,WND,1,0,8.903891238384862,0
BOLTHOUSE S&P AND ROWEN FARMS SOLAR-SUN,SUN,1,0,8.904767196168489,0
COVEL GARDENS GAS RECOVERY-LFG,LFG,1,0,11.40273215003534,0
OTTAWA COUNTY PROJECT-LFG,LFG,1,0,15.499894191664707,0
CARBON LIMESTONE-LFG,LFG,1,0,15.371309906755162,0
LORAINE COUNTY PROJECT-LFG,LFG,1,0,10.995179790083604,0
TAYLOR-LFG,LFG,1,0,12.890591438785208,0
ZION LANDFILL GAS TO ENERGY FACILITY-LFG,LFG,1,0,11.116200326035342,0
MELDAHL HYDROELECTRIC PROJECT-WAT,WAT,1,0,8.903980782078367,0
SECCRA COMMUNITY LANDFILL-LFG,LFG,1,0,10.136249759536563,0
SHILOH WIND PROJECT 2 LLC-WND,WND,1,0,8.904003516037863,0
SACRAMENTO SOLEIL LLC-SUN,SUN,1,0,8.905643671238257,0
WAPSIPINICON WIND PROJECT-WND,WND,1,0,8.904009422209922,0
HALL'S WAREHOUSE SOLAR PROJECT-SUN,SUN,1,0,8.902476501003319,0
HOOSIER WIND PROJECT LLC-WND,WND,1,0,8.904011738409224,0
FLAT RIDGE WIND ENERGY LLC-WND,WND,1,0,8.903923422561766,0
OREG 2 INC-WH,WH,1,0,8.904108769951897,0
PENNSAUKEN SOLAR-SUN,SUN,1,0,8.901936216568291,0
CUMBERLAND COUNTY SOLID WASTE COMPLEX-LFG,LFG,1,0,12.708759963641317,0
CUMBERLAND COUNTY PA LFG RECOVERY-LFG,LFG,1,0,11.039177034854639,0
WARREN COUNTY SOLAR-SUN,SUN,1,0,8.905013203626433,0
PPL RENEWABLE ENERGY MERCK SOLAR-SUN,SUN,1,0,8.90638700940556,0
NORTHER TIER LANDFILL-LFG,LFG,1,0,11.519267563536486,0
MORETOWN-LFG,LFG,1,0,10.622490018264596,0
CHESTER DIVERSION HYDROELECTRIC PROJECT-WAT,WAT,1,0,8.904168168963048,0
AMERESCO STAFFORD-LFG,LFG,1,0,11.46313262964182,0
AMERESCO OX MOUNTAIN-LFG,LFG,1,0,10.896039831341124,0
AMERESCO JEFFERSON CITY-LFG,LFG,1,0,10.797802395578074,0
AMERESCO KELLER CANYON-LFG,LFG,1,0,10.22016911382913,0
AMERESCO CHIQUITA CANYON-LFG,LFG,1,0,14.107243655927034,0
ATLANTIC CITY CONVENTION CENTER-SUN,SUN,1,0,8.902340438918346,0
NOBLE ALTONA WINDPARK LLC-WND,WND,1,0,8.904009383473262,0
NOBLE WETHERSFIELD WINDPARK LLC-WND,WND,1,0,8.903993580063753,0
NOBLE CHATEAUGAY WINDPARK LLC-WND,WND,1,0,8.903983146966567,0
GREAT PLAINS WINDPARK LLC-WND,WND,1,0,8.903993917887762,0
DAVE GATES GENERATING STATION-NG,NG,1,0,11.193564424074355,0
GAP PACIFIC DISTRIBUTION CENTER-SUN,SUN,1,0,8.900261235031474,0
BROAD MOUNTAIN-LFG,LFG,1,0,18.894396428413327,0
LANGDON WIND II LLC-WND,WND,1,0,8.904014078121948,0
OSCEOLA WINDPOWER II-WND,WND,1,0,8.904013716564819,0
ORANGE GROVE PEAKING FACILITY-NG,NG,1,0,10.990324216865668,0
SAS SOLAR FARM-SUN,SUN,1,0,8.905691721818926,0
"IMPERIAL VALLEY SOLAR, LLC-SUN",SUN,1,0,8.903982957543292,0
FPL ENERGY ASHTABULA WIND LLC-WND,WND,1,0,8.904002182454951,0
EC&R PANTHER CREEK WIND FARM I-WND,WND,1,0,none,0
EC&R PANTHER CREEK WIND FARM II-WND,WND,1,0,none,0
WWRF SOLAR PLANT-SUN,SUN,1,0,8.90397737660068,0
FPL ENERGY CRYSTAL LAKE WIND LLC-WND,WND,1,0,8.90398787852399,0
FPL ENERGY STORY WIND LLC-WND,WND,1,0,8.903992366568069,0
FPL ENERGY CRYSTAL LAKE WIND II LLC-WND,WND,1,0,8.904013306648103,0
FAIRFIELD UNIVERSITY CHP PLANT-NG,NG,1,0,6.753018410214118,0
DESOTO NEXT GENERATION SOLAR ENERGY-SUN,SUN,1,0,8.903909284583882,0
SPACE COAST NEXT GEN SOLAR ENERGY-SUN,SUN,1,0,8.90425672039046,0
THREEMILE CANYON-WND,WND,1,0,8.903899363032963,0
CASSIA WIND-WND,WND,1,0,8.903879616136388,0
CASSIA GULCH-WND,WND,1,0,8.90450036866176,0
BROOKFIELD POWER GLEN FALLS HYDRO-WAT,WAT,1,0,8.90385079866462,0
SUNEDISON LV SUTTON PLANT SITE-SUN,SUN,1,0,8.900779181162624,0
NRG SOLAR BLYTHE LLC-SUN,SUN,1,0,none,0
CPV VALLEY ENERGY CENTER-NG,NG,1,0,6.883337953852786,0
GRAND RIDGE WIND ENERGY CENTER-WND,WND,1,0,8.903983979251215,0
FORWARD WIND ENERGY CENTER-WND,WND,1,0,8.903998815892335,0
CM10-SUN,SUN,1,0,8.90403368064068,0
HIGH LONESOME MESA LLC-WND,WND,1,0,8.90398006441616,0
BUFFALO BEAR LLC-WND,WND,1,0,8.904154971764449,0
ELKHORN RIDGE WIND LLC-WND,WND,1,0,8.90401882148893,0
COOLIDGE GENERATION STATION-NG,NG,1,0,10.380682313743746,0
ENOREE PHASE II LANDFILL GAS RECOVERY-LFG,LFG,1,0,13.429149878484026,0
WILLOW CREEK ENERGY CENTER-WND,WND,1,0,8.90401243878742,0
HIGH SHELDON WIND FARM-WND,WND,1,0,8.903990037056694,0
GASTONIA PRIME POWER PARK-DFO,DFO,1,0,-49.54517718226781,0
BULL CREEK WIND-WND,WND,1,0,8.904133062322954,0
"PIONEER CROSSING ENERGY, LLC-LFG",LFG,1,0,11.872332857708006,0
DANC LFGTE FACILITY-LFG,LFG,1,0,11.726033835287135,0
OCOTILLO WINDPOWER-WND,WND,1,0,8.90406471570543,0
HAPPY JACK WINDPOWER PROJECT-WND,WND,1,0,8.90440479560026,0
NOTREES WINDPOWER-MWH,MWH,1,0,none,0
NOTREES WINDPOWER-WND,WND,1,0,none,0
IREDELL COUNTY LFG FACILITY-LFG,LFG,1,0,10.354229095606541,0
WEST DEPTFORD ENERGY STATION-NG,NG,1,0,7.0095814431212995,0
BAYONNE ENERGY CENTER-NG,NG,1,0,10.163359676221658,0
QVC INC-SUN,SUN,1,0,8.903674282052217,0
BUTTER CREEK POWER LLC-WND,WND,1,0,8.904234253484551,0
BIG TOP LLC-WND,WND,1,0,8.903457046432845,0
FOUR CORNERS WINDFARM LLC-WND,WND,1,0,8.903851509814666,0
FOUR MILE CANYON WINDFARM LLC-WND,WND,1,0,8.90407517144301,0
OREGON TRAIL WINDFARM LLC-WND,WND,1,0,8.903900252472102,0
PACIFIC CANYON WINDFARM LLC-WND,WND,1,0,8.903998942496015,0
SAND RANCH WINDFARM LLC-WND,WND,1,0,8.904184283072235,0
WAGON TRAIL LLC-WND,WND,1,0,8.903683403277524,0
WARD BUTTE WINDFARM LLC-WND,WND,1,0,8.90404241835828,0
SEARS HYDROELECTRIC PLANT-WAT,WAT,1,0,0.0,0
EC&R PANTHER CREEK WIND FARM III-WND,WND,1,0,none,0
STONY CREEK WIND FARM LLC-WND,WND,1,0,8.904010345643798,0
PYRON WIND FARM LLC-WND,WND,1,0,none,0
PYRON WIND FARM LLC-MWH,MWH,1,0,none,0
NGP BLUE MOUNTAIN I LLC-GEO,GEO,1,0,8.9039948499358,0
EC&R PAPALOTE CREEK I LLC-WND,WND,1,0,none,0
INADALE WIND FARM LLC-WND,WND,1,0,none,0
INADALE WIND FARM LLC-MWH,MWH,1,0,none,0
SMOKY HILLS WIND PROJECT PHASE II-WND,WND,1,0,8.904046483762892,0
CLINTON LFGTE FACILITY-LFG,LFG,1,0,10.46570448448314,0
HYLAND LFGTE FACILITY-LFG,LFG,1,0,10.46570448448314,0
STETSON WIND I-WND,WND,1,0,8.903996829012659,0
ROLLINS WIND PROJECT-WND,WND,1,0,8.904011584114047,0
STETSON WIND II-WND,WND,1,0,8.904054072944254,0
MF MESA LANE LLC-SUN,SUN,1,0,8.903714328632834,0
GRAND MEADOW-WND,WND,1,0,8.904028398341396,0
GEORGETOWN LFGTE-LFG,LFG,1,0,0.0,0
SOLAR PHOTOVOLTAIC PROJECT #02-SUN,SUN,1,0,8.908301955990025,0
ARROWROCK HYDROELECTRIC PROJECT-WAT,WAT,1,0,8.904101660937467,0
PUEBLO AIRPORT GENERATING STATION-NG,NG,1,0,8.446390989288815,0
EL CAJON ENERGY CENTER-NG,NG,1,0,11.195162180329545,0
OAKFIELD WIND PROJECT-WND,WND,1,0,8.904002745042833,0
FULTON LFGTE FACILITY-LFG,LFG,1,0,11.444421515491088,0
SUNEDISON WALGREENS MORENO VALLEY-SUN,SUN,1,0,8.908650801248058,0
MARIANI PACKING VACAVILLE SOLAR-SUN,SUN,1,0,8.906354732346683,0
WALGREENS WOODLAND DISTRIBUTION CENTER-SUN,SUN,1,0,8.904694010755511,0
SUNEDISON IRONWOOD STATE PRISON-SUN,SUN,1,0,8.905431585988897,0
SUNEDISON PROCTER & GAMBLE OXNARD-SUN,SUN,1,0,8.903455259414448,0
